iso3,value,value.sd,quantity
ZAF,6654088.58008341,173337.523796636,totnewtx
SSD,89834.313948722,106.5976003937,totnewtx
ESP,302297.735714631,422.813017469231,totnewtx
LKA,302742.049994844,2696.93048416268,totnewtx
SDN,789116.968498329,16205.6595168671,totnewtx
SUR,3854.96626707555,45.2748867226296,totnewtx
SWE,22828.0216454065,85.2284020718318,totnewtx
CHE,29769.7091594242,75.7987570259647,totnewtx
SYR,156138.11341194,585.970041322343,totnewtx
TJK,155956.31489809,2624.11651989039,totnewtx
THA,2148219.63756706,4400.09093485091,totnewtx
TLS,66004.3488612124,365.18025574634,totnewtx
TGO,65598.4455568478,742.528158105173,totnewtx
TKL,20,0,totnewtx
TON,933.077253218884,4.00462340437289,totnewtx
TTO,6837.85600354453,119.165117178889,totnewtx
TUN,98259.173725703,753.469482101581,totnewtx
TUR,836245.748505198,13185.2875314262,totnewtx
TKM,103665.153499318,1153.85319434244,totnewtx
TCA,151.919191919192,6.1381491684522,totnewtx
TUV,813.962264150943,7.67888928444286,totnewtx
UGA,1092596.5536673,6572.96149025463,totnewtx
UKR,1142106.02211842,36240.3047503711,totnewtx
ARE,10674.281938326,26.8704391147287,totnewtx
GBR,274558.191668638,225.253956327007,totnewtx
TZA,1738723.62186192,8065.73103308199,totnewtx
USA,703120,0,totnewtx
URY,34136.6401869159,516.401011751511,totnewtx
UZB,563737.995831913,11577.6588132658,totnewtx
VUT,5226.18157181572,22.2562900851618,totnewtx
VEN,240798.437189208,3307.62481207968,totnewtx
VNM,2933550.33611913,14006.1289708672,totnewtx
WLF,376.952861952862,2.53840311079368,totnewtx
PSE,2601.84720992028,5.76139771904403,totnewtx
YEM,332071.959759444,2793.86602620693,totnewtx
ZMB,1268794.56452509,11256.5392584067,totnewtx
ZWE,1119511.15163107,13004.691235857,totnewtx
ABW,15.8048780487805,0.675369348149507,totnotx
AFG,980082.481582314,242679.410468698,totnotx
AGO,1131911.83586038,185512.667302885,totnotx
ALB,3654.82012104795,155.133407875295,totnotx
ARE,363.083700440529,19.4812542062614,totnotx
ARG,83758.829222523,3698.02768908465,totnotx
ARM,11204.7470193741,770.231760108803,totnotx
ATG,17.6869565217391,0.884414182116886,totnotx
AUS,6816.55252129864,290.926076969745,totnotx
AUT,7974.35799228504,347.527294397647,totnotx
AZE,39693.8991126886,2724.34256001671,totnotx
BDI,266986.267884756,37514.6517420309,totnotx
BEL,11416.2471476603,515.484788027549,totnotx
BEN,96749.3807923257,14217.9479857785,totnotx
BFA,185238.492417665,29929.3425729275,totnotx
BGD,5999915.12094548,953322.609010899,totnotx
BGR,33763.4939110006,2820.8680255757,totnotx
BHR,1106.66591217746,47.3746670846946,totnotx
BHS,301.561113732893,12.7676989692643,totnotx
BIH,28398.2353753376,1999.77512034569,totnotx
BLR,55444.9863560947,3971.67766623943,totnotx
BLZ,460.123708111494,19.6014691725503,totnotx
BOL,202796.44735767,25451.509711885,totnotx
BRA,510817.992255703,21959.5111881894,totnotx
BRB,17.7400722021661,0.820217186035643,totnotx
BRN,1297.76368876081,55.6471073247934,totnotx
BTN,10455.9750770027,713.081601865012,totnotx
BWA,110609.790656708,25439.3276561228,totnotx
CAF,464980.877222092,63333.1197707031,totnotx
CAN,9876.74813192829,417.330992573408,totnotx
CHE,4262.12021319935,180.377647191184,totnotx
CHL,29184.2943997639,1273.42966259112,totnotx
CHN,17851714.2732586,2079440.68189463,totnotx
CIV,960127.557160987,165457.8006598,totnotx
CMR,1339226.26071357,339302.231155424,totnotx
COD,2881460.24917253,430593.614845151,totnotx
COG,138446.974492844,9743.4005953538,totnotx
COL,128024.666491381,8977.06602663607,totnotx
COM,4787.68856729378,661.431615896843,totnotx
CPV,3714.68168462292,278.40172397525,totnotx
CRI,5083.16946107784,355.237446321857,totnotx
CUB,5634.86178861789,244.665182127939,totnotx
CUW,6,0.25359805052002,totnotx
CYP,265.940476190476,11.33747090765,totnotx
CZE,10067.6994698824,429.51305169262,totnotx
DEU,50684.9810035403,2094.15778871421,totnotx
DJI,28674.8388967306,1772.25623148127,totnotx
DNK,2604.59974154934,113.693308666431,totnotx
DOM,43524.3713128294,3076.77031932521,totnotx
DZA,168627.180974155,11551.7954147426,totnotx
ECU,54755.6324365024,3706.18281649273,totnotx
EGY,186929.499226015,5893.68431185684,totnotx
ERI,34800.9441799034,7699.37931965096,totnotx
ESP,43502.0699919188,2116.71000164387,totnotx
EST,3837.17343607856,174.657870298675,totnotx
ETH,4785453.0692363,771452.677337932,totnotx
FIN,6169.96881839916,275.77544921584,totnotx
FJI,2038.44708829054,146.472891956616,totnotx
FRA,63433.9937300343,2381.23128958666,totnotx
FSM,1162.44159234283,85.3461298097507,totnotx
GAB,142440.423809108,17836.3691093027,totnotx
GBR,34600.5895591888,992.971268654848,totnotx
GEO,123785.380835863,23831.9075540408,totnotx
GHA,1003530.67760214,249032.065389659,totnotx
GIN,313428.646920964,59117.3454189812,totnotx
GMB,28338.8016139879,2740.71096862905,totnotx
GNB,107988.183191095,11147.2648289103,totnotx
GNQ,10822.2437412818,368.148966622889,totnotx
GRC,1786.80459673523,78.3097522464328,totnotx
GRD,5,0.213459863155432,totnotx
GTM,38950.3411811946,2748.6575646484,totnotx
GUM,380.458397141399,17.794288317355,totnotx
GUY,4378.08051550338,307.053689323829,totnotx
HKG,36818.8001723049,1571.7859208592,totnotx
HND,34927.5228434178,2394.94086115388,totnotx
HRV,11173.060072218,552.099589835718,totnotx
HTI,351760.807647475,40624.9496690369,totnotx
HUN,16400.4781113089,714.656577160127,totnotx
IDN,18458031.2644706,1618786.00143326,totnotx
IND,56758363.8872666,10432566.7494643,totnotx
IRL,3021.60930597821,128.140320302955,totnotx
IRN,130385.124588639,9063.93910499423,totnotx
IRQ,182997.98911592,8951.75123948149,totnotx
ISL,95.8914285714286,4.22050839286813,totnotx
ISR,2177.49953004121,93.3275414659149,totnotx
ITA,29862.1489654089,1320.04887019012,totnotx
JAM,1376.12931798051,100.018438950448,totnotx
JOR,4404.01509606587,302.974743927563,totnotx
JPN,244822.093683071,10548.5629305016,totnotx
KAZ,14289.4123571822,1872.09238842291,totnotx
KEN,2572021.23057816,301672.440696936,totnotx
KGZ,26931.4362135725,1601.98022838331,totnotx
KHM,1181649.11159682,318430.583806878,totnotx
KIR,2492.394106814,183.368261782464,totnotx
KOR,52257.0228224557,1105.34642808618,totnotx
KWT,3686.19336469423,157.248006682272,totnotx
LAO,666536.999336645,248734.060173653,totnotx
LBN,4767.30344770703,206.123326698606,totnotx
LBR,190016.008063934,36221.1799450281,totnotx
LBY,24372.7440138114,3068.18786300191,totnotx
LCA,33.7387387387387,1.46262906536315,totnotx
LKA,142699.114825151,14150.4040582675,totnotx
LSO,283697.71259476,70169.3931277161,totnotx
LTU,14490.2064859698,655.183183387283,totnotx
LUX,321.461904761905,14.6140808780598,totnotx
LVA,8844.21057209333,398.987576916694,totnotx
MAC,2423.38711942299,103.228281951942,totnotx
MAR,163984.235774259,7039.58531160045,totnotx
MDA,24429.6445719901,1742.66047917783,totnotx
MDG,832510.73456756,123007.886941962,totnotx
MDV,1489.5229480099,106.573166637519,totnotx
MEX,193307.397775313,13252.397398747,totnotx
MKD,8156.51152304609,579.867209227585,totnotx
MLI,123934.935673122,17007.2470192173,totnotx
MLT,136.594274432379,6.18053734960133,totnotx
MMR,4559259.10979955,1480737.05566189,totnotx
MNE,252.05279698303,10.776546382906,totnotx
MNG,243217.791164018,59205.212733705,totnotx
MOZ,2396180.99817699,458246.961889168,totnotx
MRT,173536.493229545,30213.5148233355,totnotx
MUS,1353.78210272873,93.9110474635531,totnotx
MWI,603333.143970463,106485.611554656,totnotx
MYS,85548.4413283222,3602.81964461171,totnotx
NAM,203468.079685241,24734.876348394,totnotx
NCL,593.991130820399,26.2962236656163,totnotx
NER,355868.491332997,78886.404508122,totnotx
NGA,8130600.08959279,1241966.89175126,totnotx
NIC,27107.1601434835,1880.79285213408,totnotx
NLD,6408.16606453983,268.656932283426,totnotx
NOR,1681.21120356867,71.6486906649024,totnotx
NPL,242856.538059589,7746.71766516995,totnotx
NZL,2189.18026622547,96.0207688016744,totnotx
OMN,1516.00497566843,68.2386182615413,totnotx
PAK,10247987.5232598,2294921.13260636,totnotx
PAN,12439.9387231914,858.732723538164,totnotx
PER,362610.909253677,25531.2924671225,totnotx
PHL,15136338.4034775,4631743.95904084,totnotx
PNG,399264.417812503,58028.1339316201,totnotx
POL,116668.061646164,5329.63131993546,totnotx
PRI,1198.92761394102,50.8935115203049,totnotx
PRK,1172015.75427732,60084.3760258287,totnotx
PRT,31524.8224507427,1252.35465626829,totnotx
PRY,11014.8724025245,466.117656754665,totnotx
PSE,593.682462356068,40.3603755463341,totnotx
PYF,342.195370733621,14.6618336245769,totnotx
QAT,2081.82363856394,89.4308626044921,totnotx
ROU,140081.461033345,6283.80373238865,totnotx
RUS,22102.3643694993,2822.2263740022,totnotx
RWA,47792.9649264805,2326.75157555601,totnotx
SAU,25725.8885105396,1117.68925070335,totnotx
SDN,502072.478321497,156243.989778271,totnotx
SEN,187227.066859541,21751.203514265,totnotx
SGP,11430.6528005286,488.388611701082,totnotx
SLB,3415.04194767657,240.073302357126,totnotx
SLE,257839.394686187,51341.4789780477,totnotx
SLV,24025.1633058719,1725.09091183003,totnotx
SOM,625969.489681403,106183.697608185,totnotx
SRB,4691.17885410899,199.861995632777,totnotx
SSD,48228.8977084904,6148.69546847474,totnotx
STP,2802.51032204789,1019.42338854495,totnotx
SUR,944.727348759409,64.3525956819001,totnotx
SVK,11558.9182995899,544.231389446301,totnotx
SVN,3630.48514905444,161.497972702905,totnotx
SWE,3323.54504644651,142.43509261335,totnotx
SWZ,42203.0882210647,7838.61742219195,totnotx
SYC,78.4555984555984,3.3963079299396,totnotx
SYR,40916.7256128397,2845.3924748694,totnotx
TCD,243402.902488286,37840.8773351714,totnotx
TGO,41299.6853644736,3380.61619622462,totnotx
THA,4622460.91067065,1465061.464011,totnotx
TJK,266252.375466397,66317.1357588129,totnotx
TKM,25529.639933158,1732.05973674382,totnotx
TLS,32373.0357118283,3630.01218278657,totnotx
TON,172.257510729614,7.95652436057827,totnotx
TTO,1084.76030128489,46.526965156341,totnotx
TUN,24831.8281148596,1710.96903552864,totnotx
TUR,150065.968896093,6592.16455212337,totnotx
TZA,3286761.36193971,646990.354560785,totnotx
UGA,834771.702358103,127257.775119207,totnotx
UKR,593942.43041442,129047.282513698,totnotx
URY,5994.45020443925,261.083235058653,totnotx
USA,110199,4723.29862476958,totnotx
UZB,272186.806335493,31007.2024224973,totnotx
VCT,228.545454545455,35.3541143615414,totnotx
VEN,63986.2764793088,4441.68869088035,totnotx
VNM,3919123.89162283,679761.884926173,totnotx
VUT,1969.5764614789,230.901899904471,totnotx
WSM,163.593052109181,7.04037735263173,totnotx
YEM,162070.686964952,5838.2423325403,totnotx
ZAF,3646441.56806847,436321.019904364,totnotx
ZMB,717484.194229588,116401.411982202,totnotx
ZWE,405387.063011146,97908.0314039984,totnotx
ABW,154.662434670106,7.16466641096551,totnewtx2020
AFG,537664.853353523,21717.8567067213,totnewtx2020
AGO,710200.900000501,24261.6986283753,totnewtx2020
ALB,12418.5445360022,433.847219950624,totnewtx2020
ARE,5322.48100868872,185.285370328306,totnewtx2020
ARG,279563.563196957,9322.02716228479,totnewtx2020
ARM,23216.6125115208,854.152935411057,totnewtx2020
ATG,54.6395351331541,2.11707044846,totnewtx2020
AUS,30197.23244573,677.670738806916,totnewtx2020
AUT,20711.8971396841,787.295386404764,totnewtx2020
AZE,110753.587599585,3118.67789146637,totnewtx2020
BDI,95027.5941629042,18479.1896368149,totnewtx2020
BEL,29688.0829343438,999.373775816322,totnewtx2020
BEN,59455.0969550053,2779.46179000713,totnewtx2020
BFA,60736.8303613797,3385.70507979294,totnewtx2020
BGD,2657013.39148833,78334.1975120947,totnewtx2020
BGR,44418.6696261029,2096.05379398044,totnewtx2020
BHR,5149.49246793913,114.186449288513,totnewtx2020
BHS,939.484818761321,41.6859481380869,totnewtx2020
BIH,28868.7405127004,1579.08000754308,totnewtx2020
BLR,67892.889551524,4038.09460088793,totnewtx2020
BLZ,1625.62222097498,72.761083897422,totnewtx2020
BOL,183552.125350786,8454.2448696308,totnewtx2020
BRA,1688172.25451102,74264.6989730515,totnewtx2020
BRB,119.911898681485,8.33840784924968,totnewtx2020
BRN,4030.7587222501,162.924907848513,totnewtx2020
BTN,23874.3207797504,1112.40241902191,totnewtx2020
BWA,75919.9375557823,195811.872316392,totnewtx2020
CAF,95635.2792561701,35736.6494960302,totnewtx2020
CAN,37951.1688014652,1136.98034865113,totnewtx2020
CHE,17676.4029571152,491.613526806115,totnewtx2020
CHL,66843.3569595217,3140.6401342935,totnewtx2020
CHN,12707938.1252462,382660.836270627,totnewtx2020
CIV,257853.930543641,85829.0171881332,totnewtx2020
CMR,251028.083109294,63681.8721618475,totnewtx2020
COD,1704929.54000508,66015.7480502024,totnewtx2020
COG,129584.055252377,26943.3673738526,totnewtx2020
COL,234138.113233376,9337.11073175943,totnewtx2020
COM,2589.99264919848,137.063113558376,totnewtx2020
CPV,5862.71250792155,228.094065957294,totnewtx2020
CRI,10410.3378622929,354.604737487282,totnewtx2020
CUB,15679.6485762634,718.51882902612,totnewtx2020
CUW,48.9472858893987,0.532899732477851,totnewtx2020
CYP,1280.9765925531,27.0836155533761,totnewtx2020
CZE,17438.013720277,1121.83734477833,totnewtx2020
DEU,188557.048181325,7805.89100606545,totnewtx2020
DJI,61816.2312478886,5003.07518608959,totnewtx2020
DNK,8688.94895130845,284.139178769004,totnewtx2020
DOM,89008.9585881736,3611.80823986349,totnewtx2020
ECU,132850.370128473,5248.75223666053,totnewtx2020
EGY,181933.851662481,6201.14955852147,totnewtx2020
ERI,74121.0536522808,5250.33215909672,totnewtx2020
ESP,171192.999687028,5289.82701139462,totnewtx2020
EST,5791.10965277721,363.736760833081,totnewtx2020
ETH,2216938.32822634,116284.897566007,totnewtx2020
FIN,8487.93484076882,411.972692123472,totnewtx2020
FJI,4396.36009959864,170.671516744101,totnewtx2020
FRA,152878.334331799,5826.12129535525,totnewtx2020
FSM,3170.44592447294,89.6439718219749,totnewtx2020
GAB,54592.1090958018,14200.7739387338,totnewtx2020
GBR,172449.532902114,4756.84892216866,totnewtx2020
GEO,76031.3203608616,2851.73323976198,totnewtx2020
GHA,194056.295613208,9444.74278787553,totnewtx2020
GIN,156433.191773432,5505.31422875593,totnewtx2020
GMB,33908.1731989072,1366.91271321967,totnewtx2020
GNB,27956.732098132,7030.48256803853,totnewtx2020
GNQ,12430.4880345726,5144.59086417793,totnewtx2020
GRC,19000.105854695,877.743845444893,totnewtx2020
GRD,35.6435569114562,1.56088369545878,totnewtx2020
GTM,76168.5159625493,3652.83389446298,totnewtx2020
GUM,1493.17020294994,38.0655224554867,totnewtx2020
GUY,8577.02336694618,388.462759996254,totnewtx2020
HKG,93871.9710833371,3739.10404867827,totnewtx2020
HND,72712.0216516315,3144.56952952934,totnewtx2020
HRV,17686.206855238,1076.98250299438,totnewtx2020
HTI,236212.941645739,21923.8331184281,totnewtx2020
HUN,24692.3731477556,1996.39385222922,totnewtx2020
IDN,5101101.41239006,122362.277877831,totnewtx2020
IND,29477957.215722,1111222.93588522,totnewtx2020
IRL,11414.6142981446,373.054308636147,totnewtx2020
IRN,198636.18239012,7713.24419141668,totnewtx2020
IRQ,241357.314735083,10325.5984088555,totnewtx2020
ISL,325.745283521494,8.93180048445377,totnewtx2020
ISR,7934.77884106515,205.972730415939,totnewtx2020
ITA,99737.9653783794,2514.91952255112,totnewtx2020
JAM,2105.56332514131,83.0739696534002,totnewtx2020
JOR,10534.5771285299,342.580724379529,totnewtx2020
JPN,375467.308000938,20131.6178254311,totnewtx2020
KAZ,366532.477283966,14978.4703584967,totnewtx2020
KEN,1052076.88876885,564159.703847305,totnewtx2020
KGZ,122583.95330093,3529.98599660722,totnewtx2020
KHM,486343.969205634,19181.0968549434,totnewtx2020
KIR,6776.91272640768,202.045249805542,totnewtx2020
KOR,853831.746933373,35221.5402777689,totnewtx2020
KWT,18086.2602492177,397.759768089439,totnewtx2020
LAO,57213.1963912764,2906.48178948784,totnewtx2020
LBN,21528.2401067062,517.049791081861,totnewtx2020
LBR,84515.0428235689,6752.31129061709,totnewtx2020
LBY,33656.765297161,963.728021473406,totnewtx2020
LCA,224.944026719048,15.7155041169901,totnewtx2020
LKA,152385.050072876,6153.70785346893,totnewtx2020
LSO,91998.1068819419,251695.778752037,totnewtx2020
LTU,26611.4612492598,1576.91161076178,totnewtx2020
LUX,903.961912823007,29.5693016390248,totnewtx2020
LVA,17614.9043460166,978.223983517411,totnewtx2020
MAC,8956.40300730719,265.981950555668,totnewtx2020
MAR,768802.28098811,18493.8477011102,totnewtx2020
MDA,62698.0451383409,2795.65334089304,totnewtx2020
MDG,409616.514396788,14075.2408543418,totnewtx2020
MDV,3286.54274997509,83.8352058012443,totnewtx2020
MEX,388488.853254293,16264.4532439228,totnewtx2020
MKD,14507.7043059737,610.369201091327,totnewtx2020
MLI,81128.6338474767,3778.01920784629,totnewtx2020
MLT,818.541123838121,11.5641138879654,totnewtx2020
MMR,1616964.2553519,49347.1439554816,totnewtx2020
MNE,1068.46954705351,29.4165702143345,totnewtx2020
MNG,80746.7371031149,2647.4356028993,totnewtx2020
MRT,59690.8869634834,3204.88402541281,totnewtx2020
MUS,2508.98199510515,115.928227148581,totnewtx2020
MWI,203709.511718086,307055.89876648,totnewtx2020
MYS,351125.414507234,11711.3786851235,totnewtx2020
NAM,116059.584044071,150259.112083197,totnewtx2020
NCL,1040.15904892921,47.3676990203393,totnewtx2020
NER,129760.646278773,4919.31081982678,totnewtx2020
NGA,1017686.39794893,116880.12450838,totnewtx2020
NIC,54403.7403742942,2370.58252458243,totnewtx2020
NLD,29732.641770645,826.750943871782,totnewtx2020
NOR,8408.89525195798,179.909358002835,totnewtx2020
NPL,496659.295389327,16357.0056841113,totnewtx2020
NZL,8196.20451616721,218.494290410833,totnewtx2020
OMN,9664.28269367906,388.688919243541,totnewtx2020
PAK,4515514.61480005,136980.614468305,totnewtx2020
PAN,30451.9512064334,893.189622370881,totnewtx2020
PER,806463.392052418,26521.9195351098,totnewtx2020
PHL,4067582.73925601,153658.128829319,totnewtx2020
PNG,319091.393863697,8073.57860567202,totnewtx2020
POL,145048.171472683,9749.29409693038,totnewtx2020
PRI,1795.5350934061,133.790315412338,totnewtx2020
PRK,1160008.82463895,24441.3180618172,totnewtx2020
PRT,54998.4593006704,4417.5542746791,totnewtx2020
PRY,46359.4455295421,1668.81770176339,totnewtx2020
PSE,1114.50312319244,51.8084220118286,totnewtx2020
PYF,1262.27470062474,46.0028889655357,totnewtx2020
QAT,12235.139409236,145.023626373858,totnewtx2020
ROU,341033.92142032,14508.2653856928,totnewtx2020
