iso3,value,value.sd,quantity
CAF,61112.560649392,42345.9579190646,LYnewnotx2020
CAF,59513.6146223892,45674.431249168,LYnewnotx2020
CAF,70311.6896719366,63836.9735959634,LYnewnotx2020
CAF,68191.1204024901,69399.8529065852,LYnewnotx2020
CAF,65822.443501432,74115.1742679173,LYnewnotx2020
CAF,52640.4467887018,67052.3971092041,LYnewnotx2020
CAF,55555.017425934,33905.768699005,LYnewnotx2020
CAF,54876.5195663315,23457.5512002003,LYnewnotx2020
CAF,56224.5083341131,23561.1752545967,LYnewnotx2020
CAF,55283.8307273109,21669.9867726788,LYnewnotx2020
CAF,59916.7199035954,22524.3293458954,LYnewnotx2020
CAF,50611.7982854,16553.0802121362,LYnewnotx2020
CAF,52026.7691008821,25668.2023725761,LYnewnotx2020
CAF,49862.8601904548,13937.9684879607,LYnewnotx2020
CAF,42876.0863570425,11266.5683791959,LYnewnotx2020
CAF,50940.3817440392,12104.5477010251,LYnewnotx2020
CAF,50784.7818777483,11807.1575785304,LYnewnotx2020
CAF,41425.6564461808,9172.43600913712,LYnewnotx2020
CAF,37581.7056187553,8008.60175964998,LYnewnotx2020
CAF,32157.8509851343,6528.47465956581,LYnewnotx2020
CAF,28692.6053429195,5857.70016587393,LYnewnotx2020
CAF,28188.1353767103,5380.48927893285,LYnewnotx2020
CAF,24821.4909524114,4774.84615757295,LYnewnotx2020
CAF,17993.2234879929,3432.40363481635,LYnewnotx2020
CAF,12780.5139747765,2322.69552915794,LYnewnotx2020
CAN,4347.54288531149,360.272490367971,LYnewnotx2020
CAN,4089.8453085844,339.942018919887,LYnewnotx2020
CAN,3971.57871787347,329.788691740002,LYnewnotx2020
CAN,3402.89641171848,279.277953549532,LYnewnotx2020
CAN,3619.77945651084,298.685166537582,LYnewnotx2020
CAN,3147.46460674759,257.983730008637,LYnewnotx2020
CAN,3151.28734351781,258.101632392494,LYnewnotx2020
CAN,3600.38092777464,302.212900729615,LYnewnotx2020
CAN,3450.84461994742,288.059256660243,LYnewnotx2020
CAN,3233.12789921323,265.724120072544,LYnewnotx2020
CAN,3422.23974170228,283.470229009033,LYnewnotx2020
CAN,3058.84528271909,249.551270897727,LYnewnotx2020
CAN,2780.36380980655,223.247049892642,LYnewnotx2020
CAN,2487.72846429861,198.314449934793,LYnewnotx2020
CAN,2728.72944589162,218.874773388317,LYnewnotx2020
CAN,2792.36549529532,225.878007760637,LYnewnotx2020
CAN,2699.1612065075,218.860790166362,LYnewnotx2020
CAN,2690.33962687654,216.548893058217,LYnewnotx2020
CAN,2638.44094399241,214.635068390218,LYnewnotx2020
CAN,2555.68793106925,206.981816648138,LYnewnotx2020
CAN,2392.62323647527,191.770767947841,LYnewnotx2020
CAN,1914.93672151859,153.098360985901,LYnewnotx2020
CAN,1889.12303885643,150.616911991354,LYnewnotx2020
CAN,2087.48710190688,165.921964840229,LYnewnotx2020
CAN,1877.93467302286,148.754048946969,LYnewnotx2020
CAN,1733.17269275332,136.764486908114,LYnewnotx2020
CAN,1756.70367667058,138.218702086284,LYnewnotx2020
CAN,1139.46991690803,89.3628222998382,LYnewnotx2020
CAN,1406.18090318826,109.883129611963,LYnewnotx2020
CAN,1302.81150219245,101.405536182954,LYnewnotx2020
CAN,1219.13750009547,94.492345198638,LYnewnotx2020
CAN,797.757067345955,61.6075653292498,LYnewnotx2020
CAN,1055.76505886865,81.211646114246,LYnewnotx2020
CAN,1007.44491049891,77.1747096150518,LYnewnotx2020
CAN,789.88148738883,60.2509813516026,LYnewnotx2020
CAN,767.812914959109,58.3102762492104,LYnewnotx2020
CAN,652.09061818329,49.335700183296,LYnewnotx2020
CAN,612.252692862751,46.1355156018663,LYnewnotx2020
CAN,464.56243058482,34.8549601502441,LYnewnotx2020
CAN,264.976610495073,19.6179837533794,LYnewnotx2020
CHE,2604.14346368527,224.892783713478,LYnewnotx2020
CHE,2650.43333688203,228.553106894155,LYnewnotx2020
CHE,2554.83670395168,219.891405366586,LYnewnotx2020
CHE,2368.47029742627,203.458889106945,LYnewnotx2020
CHE,2021.5771735669,173.336461553314,LYnewnotx2020
CHE,2019.73912430961,172.644686107232,LYnewnotx2020
CHE,1813.83293115403,154.580667513722,LYnewnotx2020
CHE,2065.53418255411,175.5634395049,LYnewnotx2020
CHE,2389.22815965442,202.342363822451,LYnewnotx2020
CHE,2152.62654379474,181.622147457528,LYnewnotx2020
CHE,2442.68442730696,205.341162454143,LYnewnotx2020
CHE,2128.67535910894,178.494051023972,LYnewnotx2020
CHE,1799.38433828529,150.296581526719,LYnewnotx2020
CHE,1656.51795023751,137.914192489409,LYnewnotx2020
CHE,1602.51792489851,132.908230275915,LYnewnotx2020
CHE,1370.65031323078,112.922831678806,LYnewnotx2020
CHE,1056.00703415106,85.2437595773605,LYnewnotx2020
CHE,912.774840794069,72.7324479644446,LYnewnotx2020
CHE,818.895885352431,64.5068262470461,LYnewnotx2020
CHE,1082.5184511286,88.1142033769644,LYnewnotx2020
CHE,832.753429498802,67.8235055330091,LYnewnotx2020
CHE,781.186251859929,63.3886638407452,LYnewnotx2020
CHE,795.174704424875,64.2745851726175,LYnewnotx2020
CHE,777.855656142642,62.6192038158411,LYnewnotx2020
CHE,665.482770593162,53.3424908689612,LYnewnotx2020
CHE,608.022257531788,48.5154156196668,LYnewnotx2020
CHE,506.866561502762,40.2821171466188,LYnewnotx2020
CHE,427.314558736073,33.8169618659201,LYnewnotx2020
CHE,446.905208712677,35.2122511967315,LYnewnotx2020
CHE,478.158495261741,37.5044925699241,LYnewnotx2020
CHE,413.355602401201,32.2711399237821,LYnewnotx2020
CHE,399.898672205579,31.0892952491343,LYnewnotx2020
CHE,305.57138412918,23.6519696616864,LYnewnotx2020
CHE,316.63165523549,24.3977974380422,LYnewnotx2020
CHE,252.880783343374,19.3959241465496,LYnewnotx2020
CHE,257.637575189744,19.6681554194098,LYnewnotx2020
CHE,238.237372100576,18.1096609607797,LYnewnotx2020
CHE,178.804518269924,13.5316417057313,LYnewnotx2020
CHE,111.791151176874,8.42062227887008,LYnewnotx2020
CHE,93.0687876779895,7.16736037346421,LYnewnotx2020
CHL,19756.0447942658,1689.83203475404,LYnewnotx2020
CHL,16947.7049115834,1448.66778803717,LYnewnotx2020
CHL,15970.9518909703,1363.68819124776,LYnewnotx2020
CHL,15994.6829503116,1363.65873905749,LYnewnotx2020
CHL,14921.4019093515,1270.10380852529,LYnewnotx2020
CHL,15010.4086441248,1275.63459064731,LYnewnotx2020
CHL,15347.8755402221,1303.63321341934,LYnewnotx2020
CHL,13933.6486930812,1182.77588754854,LYnewnotx2020
CHL,13871.6506411444,1175.92552236443,LYnewnotx2020
CHL,14581.577602023,1233.51854912183,LYnewnotx2020
CHL,13158.9615588186,1109.86904656838,LYnewnotx2020
CHL,11594.5019159199,975.590973499661,LYnewnotx2020
CHL,11004.6830377687,922.990963838181,LYnewnotx2020
CHL,9385.27934047688,784.553032258181,LYnewnotx2020
CHL,8291.54105560214,690.859030955073,LYnewnotx2020
CHL,6429.40530218268,515.87202542405,LYnewnotx2020
CHL,6559.57398957729,528.125401186706,LYnewnotx2020
CHL,5939.21872385741,477.447608399851,LYnewnotx2020
CHL,5075.62874986028,403.609060593267,LYnewnotx2020
CHL,4844.49001174423,386.776884137741,LYnewnotx2020
CHL,4167.98563609274,329.791506585098,LYnewnotx2020
CHL,4157.34833871531,328.513619969905,LYnewnotx2020
CHL,2857.3001430816,225.410876483412,LYnewnotx2020
CHL,2818.25128309226,221.887909995389,LYnewnotx2020
CHL,3263.21818868397,256.331825703639,LYnewnotx2020
CHL,2824.4308553388,221.297250243572,LYnewnotx2020
CHL,2503.00362150589,195.736489336627,LYnewnotx2020
CHL,2460.37377647177,191.971357618385,LYnewnotx2020
CHL,2263.14734528487,176.127394609448,LYnewnotx2020
CHL,2283.8422538412,177.221795836737,LYnewnotx2020
CHL,1711.42416525197,132.377594889431,LYnewnotx2020
CHL,1703.8373916963,131.428963669698,LYnewnotx2020
CHL,1803.15890001386,138.667308037453,LYnewnotx2020
CHL,1552.63669914122,119.004548771143,LYnewnotx2020
CHL,1125.06751470408,85.9218924370846,LYnewnotx2020
CHL,1329.12723239183,101.109998794758,LYnewnotx2020
CHL,916.667873072053,69.4830211389899,LYnewnotx2020
CHL,971.200007115032,73.3298632783022,LYnewnotx2020
CHL,726.96866599482,54.6602758712711,LYnewnotx2020
CHL,482.501640751176,36.1537620747685,LYnewnotx2020
CHN,2294817.67779183,637278.382238758,LYnewnotx2020
CHN,2205060.77208036,610905.00722675,LYnewnotx2020
CHN,2264764.31946386,625309.306281986,LYnewnotx2020
CHN,2677778.82574416,736664.945594102,LYnewnotx2020
CHN,3422912.78608777,938616.604521269,LYnewnotx2020
CHN,5076324.39577413,1388016.06344751,LYnewnotx2020
CHN,5867814.09871893,1603441.96481312,LYnewnotx2020
CHN,5504513.94873002,1503189.98188249,LYnewnotx2020
CHN,6580272.43055624,1795437.98137971,LYnewnotx2020
CHN,6615926.40387697,1802641.69753291,LYnewnotx2020
CHN,7879240.54735298,2141866.94896013,LYnewnotx2020
CHN,7122940.87907602,1934682.02906268,LYnewnotx2020
CHN,6502727.55407431,1763236.95115064,LYnewnotx2020
CHN,6860352.71287008,1855979.17385762,LYnewnotx2020
CHN,7114895.74924398,1919622.58123397,LYnewnotx2020
CHN,9813400.8664546,2625920.28568424,LYnewnotx2020
CHN,9013466.53006887,2341785.53672663,LYnewnotx2020
CHN,8461736.43743252,2251827.64802192,LYnewnotx2020
CHN,7849413.58086748,2076539.14421958,LYnewnotx2020
CHN,7714732.24815649,2035923.5747442,LYnewnotx2020
CHN,7541133.32811217,1202384.60861889,LYnewnotx2020
CHN,6866381.67905675,1030646.53773492,LYnewnotx2020
CHN,6386991.40514306,906319.926785388,LYnewnotx2020
CHN,4820574.57179863,635842.634953307,LYnewnotx2020
CHN,3077176.77409137,382796.047700761,LYnewnotx2020
CHN,2069305.32195916,226723.695996654,LYnewnotx2020
CHN,1428656.22327154,149605.218476948,LYnewnotx2020
CHN,967607.308088703,83196.8344771064,LYnewnotx2020
CHN,763630.531857711,57070.7215127509,LYnewnotx2020
CHN,719664.963228246,53638.2393918393,LYnewnotx2020
CHN,655119.906704705,48652.1226056338,LYnewnotx2020
CHN,599241.698405582,44395.2153476907,LYnewnotx2020
CHN,543934.440886085,40160.9661706206,LYnewnotx2020
CHN,459142.526820925,33754.7681777423,LYnewnotx2020
CHN,394889.75510245,28886.6297552426,LYnewnotx2020
CHN,335284.753157272,24395.1326644401,LYnewnotx2020
CHN,279122.6622935,20454.0044664528,LYnewnotx2020
CHN,225880.206740959,16481.467814472,LYnewnotx2020
CHN,110009.273699155,9727.94085093307,LYnewnotx2020
CHN,68314.3360538602,5982.60706661498,LYnewnotx2020
CIV,178657.835011976,104881.396554294,LYnewnotx2020
CIV,187099.91984688,109747.22948524,LYnewnotx2020
CIV,210439.160162249,123292.975581643,LYnewnotx2020
CIV,250718.670970186,146693.697453487,LYnewnotx2020
CIV,251237.945668327,146784.603613004,LYnewnotx2020
CIV,235206.337273998,137219.672789017,LYnewnotx2020
CIV,246602.002822996,143686.599000349,LYnewnotx2020
CIV,257638.555886485,149920.244154035,LYnewnotx2020
CIV,259401.738461889,150737.867956219,LYnewnotx2020
CIV,271997.799819402,157824.593515688,LYnewnotx2020
CIV,242744.629372414,128492.316963774,LYnewnotx2020
CIV,173940.471194649,93274.4468971961,LYnewnotx2020
CIV,154766.724475554,99378.6593466779,LYnewnotx2020
CIV,145974.025604255,106293.754702178,LYnewnotx2020
CIV,194030.801013828,164981.583420622,LYnewnotx2020
CIV,147820.769995817,143351.44202311,LYnewnotx2020
CIV,155860.992501744,159426.544992562,LYnewnotx2020
CIV,156911.447609631,171927.21464813,LYnewnotx2020
CIV,161281.495273921,180051.510926213,LYnewnotx2020
CIV,157872.275106106,179278.970612488,LYnewnotx2020
CIV,152816.997174627,74882.0750219746,LYnewnotx2020
CIV,140191.609909195,64155.7176546658,LYnewnotx2020
CIV,138986.71374435,47861.440660208,LYnewnotx2020
CIV,120069.348072912,39317.1909476102,LYnewnotx2020
CIV,102580.147495251,31806.0408475881,LYnewnotx2020
CIV,92305.8432473172,27561.180082938,LYnewnotx2020
CIV,82075.9005505893,22416.0111627013,LYnewnotx2020
CIV,66678.8626080889,17409.6431233104,LYnewnotx2020
CIV,63933.0218424542,13493.0498746795,LYnewnotx2020
CIV,59303.2405126832,12417.2721036161,LYnewnotx2020
CIV,57357.5758178708,11285.5149970194,LYnewnotx2020
CIV,51241.6466461113,10196.5454725176,LYnewnotx2020
CIV,41346.118506271,8063.04613359506,LYnewnotx2020
CIV,36241.9057673318,5478.74842923467,LYnewnotx2020
CIV,34726.2849527738,6588.53153438274,LYnewnotx2020
CIV,33077.0151845121,6046.39357573124,LYnewnotx2020
CIV,29792.2761966233,5392.90940783162,LYnewnotx2020
CIV,26307.5331677465,4767.83411049102,LYnewnotx2020
CIV,20293.3476478402,3654.97404502854,LYnewnotx2020
CIV,14465.6534868535,2780.81995085884,LYnewnotx2020
CMR,281980.070103878,253782.428690844,LYnewnotx2020
CMR,257830.348764766,231922.796659672,LYnewnotx2020
CMR,431735.11031389,388066.261433604,LYnewnotx2020
CMR,392460.223340216,352447.645849838,LYnewnotx2020
CMR,377378.561147526,338558.489018601,LYnewnotx2020
CMR,380190.249313131,340696.434432972,LYnewnotx2020
CMR,237069.232456982,212239.087505387,LYnewnotx2020
CMR,424934.946469002,380022.660011177,LYnewnotx2020
CMR,538576.790441652,481080.061351874,LYnewnotx2020
CMR,587865.565560534,524398.895813394,LYnewnotx2020
CMR,604268.485399192,532397.620281721,LYnewnotx2020
CMR,664636.657006369,575955.440210477,LYnewnotx2020
CMR,617867.874778204,522665.071122762,LYnewnotx2020
CMR,580052.076421423,474865.84427107,LYnewnotx2020
CMR,521471.760956418,410993.99869098,LYnewnotx2020
CMR,182601.923745937,140807.694138089,LYnewnotx2020
CMR,132833.533178617,109017.401614371,LYnewnotx2020
CMR,150863.994550141,129871.720488842,LYnewnotx2020
CMR,167738.733176821,157429.093413009,LYnewnotx2020
CMR,239075.259440284,238004.750607973,LYnewnotx2020
CMR,151199.465021433,42919.5392053958,LYnewnotx2020
CMR,135471.075433075,39282.3335650058,LYnewnotx2020
CMR,148281.500549348,37383.7851162764,LYnewnotx2020
CMR,125768.736174204,33177.673307894,LYnewnotx2020
CMR,121727.510622146,31351.3412286219,LYnewnotx2020
CMR,106859.567138169,27269.3124125174,LYnewnotx2020
CMR,98574.2601895374,24151.4094480157,LYnewnotx2020
CMR,93743.6643545136,22947.2330757167,LYnewnotx2020
CMR,89087.590834059,20346.4864971503,LYnewnotx2020
CMR,86783.0846990193,19413.3668793442,LYnewnotx2020
CMR,84666.7334027235,17772.0903212115,LYnewnotx2020
CMR,76584.4435776409,15697.2797982785,LYnewnotx2020
CMR,71861.9307695528,14957.7666248531,LYnewnotx2020
CMR,64730.9408666129,13050.9767762163,LYnewnotx2020
CMR,54317.3639733033,10723.7854207209,LYnewnotx2020
CMR,46928.0202568527,9118.82047889404,LYnewnotx2020
CMR,43075.613944833,8040.08868150156,LYnewnotx2020
CMR,37159.7962866231,6975.27938082113,LYnewnotx2020
CMR,29529.5357426399,5421.25557957365,LYnewnotx2020
CMR,21382.3069399618,4336.04825587491,LYnewnotx2020
COD,88399.6027360935,33559.0717100941,LYnewnotx2020
COD,52487.7744232195,19919.4224241596,LYnewnotx2020
COD,169757.545703364,64404.1459737807,LYnewnotx2020
COD,222118.14648758,84228.3238799469,LYnewnotx2020
COD,346319.398249735,131242.874930988,LYnewnotx2020
COD,439635.14220391,166466.495657019,LYnewnotx2020
COD,462907.257079075,175149.183399547,LYnewnotx2020
COD,449659.705390754,169979.796684737,LYnewnotx2020
COD,497759.77457463,187956.459392122,LYnewnotx2020
COD,509790.341882992,192264.609907108,LYnewnotx2020
COD,340072.882724307,128086.881320642,LYnewnotx2020
COD,536897.763197841,201986.937864449,LYnewnotx2020
COD,590302.055074153,221800.153744806,LYnewnotx2020
COD,565708.382455487,212273.41518582,LYnewnotx2020
COD,584047.927576654,218840.511750678,LYnewnotx2020
COD,591644.326119991,211423.600146271,LYnewnotx2020
COD,609088.763822023,214343.486288328,LYnewnotx2020
COD,611706.726312374,219218.069323773,LYnewnotx2020
COD,787597.209202112,284693.470869556,LYnewnotx2020
COD,787851.746897118,286347.430250518,LYnewnotx2020
COD,787964.053037389,176425.14820088,LYnewnotx2020
COD,751683.434073361,169579.112087939,LYnewnotx2020
COD,739108.7069822,171712.768635128,LYnewnotx2020
COD,678720.784365882,156105.774451648,LYnewnotx2020
COD,589103.61593053,134743.325339304,LYnewnotx2020
COD,583483.110789318,133065.486566504,LYnewnotx2020
COD,607342.239647598,137206.497882656,LYnewnotx2020
COD,588829.131281332,132651.279227615,LYnewnotx2020
COD,567968.441258561,128020.822759609,LYnewnotx2020
COD,528042.542080919,119435.958448983,LYnewnotx2020
COD,516023.105702851,115992.63076403,LYnewnotx2020
COD,530725.256915905,120087.221291016,LYnewnotx2020
COD,526047.595192299,117867.619252549,LYnewnotx2020
COD,488918.046263284,109208.065398785,LYnewnotx2020
COD,447109.606247284,99550.0934888671,LYnewnotx2020
COD,399900.523399331,88743.1931979551,LYnewnotx2020
COD,326260.704119577,71241.2237605282,LYnewnotx2020
COD,239933.393755785,53235.6777112621,LYnewnotx2020
COD,163373.964769425,35348.7062267082,LYnewnotx2020
COD,94662.5577562912,18861.9864114339,LYnewnotx2020
COG,2078.26705667988,373.889827487816,LYnewnotx2020
COG,3373.06876965828,605.869301858652,LYnewnotx2020
COG,10282.4287859235,1845.07125299732,LYnewnotx2020
COG,11423.4239751432,2046.90819235985,LYnewnotx2020
COG,7565.15055061931,1353.28328766321,LYnewnotx2020
COG,7143.78699534917,1275.57906359936,LYnewnotx2020
COG,8327.68958657105,1484.74023239754,LYnewnotx2020
COG,9144.56872519539,1627.40434253762,LYnewnotx2020
COG,10070.982057076,1789.24890390506,LYnewnotx2020
COG,11148.6930436111,1976.96089429872,LYnewnotx2020
COG,1280.7948239781,213.642170503969,LYnewnotx2020
COG,1080.03786082181,173.08195540743,LYnewnotx2020
COG,1511.34611275113,270.846964487158,LYnewnotx2020
COG,2252.95323003828,431.20412004091,LYnewnotx2020
COG,3106.37449768934,644.763003540931,LYnewnotx2020
COG,3338.91240384042,743.362398845629,LYnewnotx2020
COG,4026.04797690174,943.585190770119,LYnewnotx2020
COG,2878.3544777992,702.317665385291,LYnewnotx2020
COG,2938.48846493727,740.907048877131,LYnewnotx2020
COG,3571.27880257501,912.168924161506,LYnewnotx2020
COG,6565.81520405791,1010.50562197537,LYnewnotx2020
COG,8272.70886967271,1299.8906218219,LYnewnotx2020
COG,12338.4214207489,1855.8613920278,LYnewnotx2020
COG,23649.1897203352,5791.57990973352,LYnewnotx2020
COG,19840.3299427384,3737.84266799223,LYnewnotx2020
COG,19034.3029726017,4333.069775256,LYnewnotx2020
COG,27452.8300101734,5965.2724318177,LYnewnotx2020
COG,24198.4624936406,5324.74763775867,LYnewnotx2020
COG,24688.367541814,5177.48381798455,LYnewnotx2020
COG,20972.7508274209,4265.57225031328,LYnewnotx2020
COG,21868.9920076369,4329.32487336291,LYnewnotx2020
COG,18074.6918252932,2739.73348281285,LYnewnotx2020
COG,16012.4341098204,2358.33167549518,LYnewnotx2020
COG,19206.9124118185,3711.38160457614,LYnewnotx2020
COG,19148.6746342996,3587.65043072854,LYnewnotx2020
COG,17769.1249755383,3231.20656680387,LYnewnotx2020
COG,16377.3471283308,3151.04207635278,LYnewnotx2020
COG,14322.5339696726,2717.7942104375,LYnewnotx2020
COG,11305.1286225401,2160.01957369678,LYnewnotx2020
COG,7388.46979896132,1566.43064746416,LYnewnotx2020
COL,45592.1879193441,6356.90170197911,LYnewnotx2020
COL,44836.7915363358,6239.79510849904,LYnewnotx2020
COL,46947.9324296774,6519.57553645084,LYnewnotx2020
COL,52618.1096748416,7289.63311359645,LYnewnotx2020
COL,48580.014867594,6712.46549969308,LYnewnotx2020
COL,45163.3845502829,6222.26505331543,LYnewnotx2020
COL,43209.6179688443,5941.78115000286,LYnewnotx2020
COL,41919.263157705,5751.86899382431,LYnewnotx2020
COL,41475.7038999953,5677.70858196638,LYnewnotx2020
COL,40396.3455815911,5515.69725438926,LYnewnotx2020
COL,43715.1820545396,5951.08372874242,LYnewnotx2020
COL,42366.0944423644,5754.21470850579,LYnewnotx2020
COL,38025.6281179111,5151.48658117129,LYnewnotx2020
COL,36811.4654878933,4973.34325339669,LYnewnotx2020
COL,29102.1072343295,3920.92874245621,LYnewnotx2020
COL,31727.0410037191,4261.96796074994,LYnewnotx2020
COL,30344.1009746911,4067.3296633799,LYnewnotx2020
COL,25746.8497058524,3483.32403216261,LYnewnotx2020
COL,28536.1327859516,3851.03255391707,LYnewnotx2020
COL,33302.337863422,4482.15587461626,LYnewnotx2020
COL,30102.3956200358,3802.63599903736,LYnewnotx2020
COL,21754.4280963102,2741.98255842352,LYnewnotx2020
COL,21833.4176787232,2745.22308543957,LYnewnotx2020
COL,26867.6317471998,3369.43510233069,LYnewnotx2020
COL,21125.3597212317,2642.18488428616,LYnewnotx2020
COL,19302.2780374289,2407.40184983139,LYnewnotx2020
COL,19958.3492439139,2483.71111572916,LYnewnotx2020
COL,20055.2492406399,2489.67258266207,LYnewnotx2020
COL,16440.3981950713,2035.37533652732,LYnewnotx2020
COL,15500.4544301732,1913.17036943793,LYnewnotx2020
COL,13887.4738634067,1708.38678479003,LYnewnotx2020
COL,15451.7789774659,1895.27980530355,LYnewnotx2020
COL,13129.2238708367,1605.26826845579,LYnewnotx2020
COL,13293.251465337,1619.7776152174,LYnewnotx2020
COL,12148.9403274323,1475.01747811714,LYnewnotx2020
COL,9860.17981298365,1192.6476434882,LYnewnotx2020
COL,9058.78136270667,1091.97803205836,LYnewnotx2020
COL,6427.67389174723,772.015432951907,LYnewnotx2020
COL,4854.84466002258,580.894434184837,LYnewnotx2020
COL,3241.57422769548,378.711058960317,LYnewnotx2020
COM,1865.90192084856,532.594572557522,LYnewnotx2020
COM,1851.2470273181,528.592021842488,LYnewnotx2020
COM,1823.22132872199,519.109608080958,LYnewnotx2020
COM,1804.72610219122,513.608183936258,LYnewnotx2020
COM,1773.10941067537,502.920848525781,LYnewnotx2020
COM,1751.25073792851,496.317256792334,LYnewnotx2020
COM,1716.2141368184,484.925858285331,LYnewnotx2020
COM,1679.60835560742,473.066035866534,LYnewnotx2020
COM,1805.50215092413,508.205869456995,LYnewnotx2020
COM,1168.55746098888,327.873937965763,LYnewnotx2020
COM,1164.51483798075,326.124548952082,LYnewnotx2020
COM,968.856837155317,269.893554983531,LYnewnotx2020
COM,870.602047870348,242.547685122022,LYnewnotx2020
COM,1018.38169336225,282.522389535282,LYnewnotx2020
COM,889.131719544101,245.741078051427,LYnewnotx2020
COM,851.383735265601,225.738437105877,LYnewnotx2020
COM,956.832681559755,255.555465334059,LYnewnotx2020
COM,971.271142607477,266.322697711255,LYnewnotx2020
COM,873.378245705952,232.131527982568,LYnewnotx2020
COM,1052.3296922019,286.830138826696,LYnewnotx2020
COM,771.955770219422,183.909163481788,LYnewnotx2020
COM,597.449754479545,139.965837507868,LYnewnotx2020
COM,792.737837104345,188.480635419224,LYnewnotx2020
COM,1132.84948363903,261.142646209464,LYnewnotx2020
COM,968.775608303041,230.491439007175,LYnewnotx2020
COM,770.882040309168,179.657267895953,LYnewnotx2020
COM,727.352159073676,172.852514919067,LYnewnotx2020
COM,632.108910110104,170.719395264951,LYnewnotx2020
COM,517.932555868528,118.22040539406,LYnewnotx2020
COM,575.968182843739,132.208870328174,LYnewnotx2020
COM,562.483678317684,153.997043895615,LYnewnotx2020
COM,596.617847527708,137.628078733589,LYnewnotx2020
COM,575.942097838724,132.26500572953,LYnewnotx2020
COM,515.541440307375,117.824685058378,LYnewnotx2020
COM,397.491263159886,88.7964813464932,LYnewnotx2020
COM,379.871772268087,99.6754599833242,LYnewnotx2020
COM,305.619955010228,68.1733475625346,LYnewnotx2020
COM,322.475386165439,71.2652845250858,LYnewnotx2020
COM,253.695398593031,77.6513111626942,LYnewnotx2020
COM,174.006194281529,53.7178862409903,LYnewnotx2020
CPV,3037.31126220598,458.677053486552,LYnewnotx2020
CPV,2009.0134263446,302.01930435538,LYnewnotx2020
CPV,2289.19745781251,342.899440492664,LYnewnotx2020
CPV,1326.90530629382,197.866181743801,LYnewnotx2020
CPV,1632.12164381908,243.144855547981,LYnewnotx2020
CPV,1470.95649961429,219.365052761492,LYnewnotx2020
CPV,1483.56573010438,221.626012163267,LYnewnotx2020
CPV,1591.35878793531,238.5283720863,LYnewnotx2020
CPV,1523.93264360747,228.651646560537,LYnewnotx2020
CPV,1144.75961740793,171.605086312615,LYnewnotx2020
CPV,1185.44519323806,177.208443606243,LYnewnotx2020
CPV,1199.80312107048,179.079690453726,LYnewnotx2020
CPV,1177.70735182371,175.276524795259,LYnewnotx2020
CPV,1154.91058124719,171.10106296258,LYnewnotx2020
CPV,1142.57356860447,168.789348429024,LYnewnotx2020
CPV,1139.92445354398,156.114072180055,LYnewnotx2020
CPV,718.52382695745,100.5347407006,LYnewnotx2020
CPV,833.13589954076,119.120275708987,LYnewnotx2020
CPV,751.566004826974,103.726492311806,LYnewnotx2020
CPV,998.172816534051,145.866259486512,LYnewnotx2020
CPV,1021.54383320251,149.503971933237,LYnewnotx2020
CPV,618.175327514962,77.5560070618058,LYnewnotx2020
CPV,387.720246045561,48.5652363444247,LYnewnotx2020
CPV,693.934712947958,86.7366887150577,LYnewnotx2020
CPV,600.190205703853,74.8450051330816,LYnewnotx2020
CPV,586.964628189901,73.0343275299382,LYnewnotx2020
CPV,485.690762895469,60.3172989131569,LYnewnotx2020
CPV,445.364420901482,55.1944073284933,LYnewnotx2020
CPV,545.202846981969,67.4182482197501,LYnewnotx2020
CPV,461.499052632891,56.9478769779636,LYnewnotx2020
CPV,460.303016872061,56.6900406664874,LYnewnotx2020
CPV,452.690368972425,55.6663803454974,LYnewnotx2020
CPV,456.884484902347,56.089737343651,LYnewnotx2020
CPV,319.674395477891,39.1649208393571,LYnewnotx2020
CPV,238.904755053988,29.1926184459401,LYnewnotx2020
CPV,222.446808331419,27.093593348046,LYnewnotx2020
CPV,166.083195784435,20.160530245178,LYnewnotx2020
CPV,129.923753930775,15.709952944481,LYnewnotx2020
CPV,80.6631646548235,9.71203605365834,LYnewnotx2020
CPV,58.6459829317107,7.17138690879878,LYnewnotx2020
CRI,1731.42598344129,236.829128475953,LYnewnotx2020
CRI,2258.66706572982,308.659025558164,LYnewnotx2020
CRI,1966.93196644704,268.420931523519,LYnewnotx2020
CRI,2028.78899494234,276.506054859178,LYnewnotx2020
CRI,1644.24056918885,223.749664604604,LYnewnotx2020
CRI,1553.89191197438,211.070212906736,LYnewnotx2020
CRI,1705.65310420874,231.371047502674,LYnewnotx2020
CRI,1744.83316438322,236.20763881548,LYnewnotx2020
CRI,1741.44277840122,234.957845675129,LYnewnotx2020
CRI,1199.8046793613,161.311894373687,LYnewnotx2020
CRI,864.204873569,115.652560913093,LYnewnotx2020
CRI,748.816507746642,100.23818241529,LYnewnotx2020
CRI,420.643649329004,55.8729467549234,LYnewnotx2020
CRI,1116.37854142644,148.684227877514,LYnewnotx2020
CRI,1124.36271910196,149.120362215629,LYnewnotx2020
CRI,2135.99644717515,287.767633343309,LYnewnotx2020
CRI,2099.89296069978,277.489619415868,LYnewnotx2020
CRI,2388.01065844061,320.334936986131,LYnewnotx2020
CRI,2437.72075756901,326.005232155409,LYnewnotx2020
CRI,2199.89238167943,279.061023974281,LYnewnotx2020
CRI,1387.3144959822,173.991225320384,LYnewnotx2020
